Titulo,Sinopsis,Fecha_Estreno,Genero_Principal,Puntuacion_Media_TMDb
El núcleo,"Los científicos descubren que el núcleo del planeta Tierra ha detenido su movimiento giratorio, lo que causará catástrofes a nivel mundial, eliminando la vida tal y como la conocemos. Un grupo de científicos son reclutados para una peligrosa misión al centro de la tierra que pueda prevenir el fin de la vida.",2003-03-28,Sci-Fi,5.828
Okja,"Narra la historia de Mija, una joven coreana de viaje en Estados Unidos que debe arriesgarlo todo para detener a una poderosa multinacional que pretende secuestrar a su mejor amigo: un animal gigantesco llamado ‘Okja’",2017-06-28,Sci-Fi,7.333
Attraction 2: El fin de los tiempos,"Después de la caída de la nave alienígena, esto tomó tres años. La catástrofe cambió la vida de la niña de Chertanovo y cambió para siempre nuestra visión del universo. Parece que esta fue la prueba más grande para todos nosotros. Pero la humanidad aún no sabe que muy pronto tendrá que experimentar una nueva reunión.",2020-02-27,Sci-Fi,6.863
Vanilla Sky,"Re-boot. David Aames lo tiene todo: es apuesto, tiene dinero y una hermosa mujer a su lado. Pero justo cuando ha encontrado el verdadero amor en Sofía, sufre un accidente de automóvil que le deja la cara horriblemente desfigurada y lo pierde todo.",2001-12-14,Sci-Fi,6.821
Serenity,"Siglo XXVI. Tras ganar la guerra Civil Galáctica, las dos grandes potencias mundiales, EE.UU. y China, se unen para formar un gobierno totalitario llamado Alianza Universal. El Capitán Malcolm Reynolds es un curtido veterano de la guerra que se gana la vida alquilando su nave, la Serenity y buscando trabajos al margen de la ley. Su única familia es una pequeña y leal tripulación de disidentes y rebeldes. Cuando Malcom embarca a dos nuevos pasajeros, un médico y su inestable hermana, que está dotada de poderes telepáticos, enseguida descubre que ambos son fugitivos de la Alianza y que ésta no se detendrá hasta dar con la chica. Y, en efecto, la tripulación de la Serenity se verá atrapada entre el poderoso ejército de la Alianza y los Ravers, salvajes bárbaros que vagan por los confines del espacio. Así las cosas, empiezan a darse cuenta de que quizá el mayor peligro se encuentra a bordo de la Serenity.",2005-09-25,Sci-Fi,7.362
Doraemon y los siete magos,"En esta ocasión, con la ayuda de la cabina ""Qué Pasaría"" nuestros amigos viajan a una dimensión mágica en la que todo el mundo sin excepción vuela sobre alfombras y escobas. Nobita está empeñado en demostrar que la magia existe y que en ocasiones es más poderosa que la ciencia. Todo parece normal, pero sobre ellos planea la amenaza de los demonios, que han tramado un plan para invadir el planeta.  Tifones, terremotos y otros desastres naturales parecen los síntomas de que se acerca el fin, pero todo forma parte de un maléfico plan. Cuando Doraemon y compañía descubren unos antiguos manuscritos y el peligro real que supone la llegada de los demonios, empieza una auténtica aventura plagada de misterios, peligros y emoción.",2007-03-10,Sci-Fi,7.231
Guardianes de la Galaxia: especial felices fiestas,"Con la misión de hacer que Quill tenga una Navidad inolvidable, los Guardianes se dirigen a la Tierra en busca del regalo perfecto.",2022-11-24,Sci-Fi,7.095
Time Trap,Un grupo de estudiantes queda atrapado dentro de una cueva misteriosa donde descubren que el tiempo pasa de forma diferente bajo tierra que en la superficie.,2017-05-19,Sci-Fi,6.318
No te preocupes querida,"Alice y Jack tienen la suerte de vivir en Victoria, la ciudad experimental de la compañía que alberga a los hombres que trabajan para el Proyecto Victoria, de alto secreto, y a sus familias. La vida es perfecta, con todas las necesidades de los residentes cubiertas por la empresa. Todo lo que piden a cambio es un compromiso incondicional con la causa de Victoria. Pero cuando empiezan a aparecer grietas en su idílica vida, exponiendo destellos de algo mucho más siniestro que se esconde bajo la atractiva fachada, Alice no puede evitar cuestionarse qué están haciendo en Victoria y por qué. ¿Cuánto está dispuesta a perder Alice para sacar a la luz lo que realmente ocurre en el paraíso?",2022-09-21,Sci-Fi,6.766
Pequeños guerreros,"El Comando Elite está formado por una patrulla de muñecos militares muy arrogantes y agresivos que han cobrado vida y escapado de sus cajas para acabar con los gorgonitas, unos muñecos de aspecto extraño pero absolutamente pacíficos que sólo sueñan con encontrar la isla de Gorgon. El adolescente Alan Abernathy se verá envuelto en esta contienda y tomará posiciones a favor de los Gorgonitas, lo que le llevará a él y a toda su familia a convertirse en el nuevo objetivo del Comando Elite, capaces de crear el caos en toda la ciudad.",1998-07-10,Sci-Fi,6.556
Sangrientos dieciséis,"Después de que su madre es asesinada en Halloween, una adolescente rebelde viaja en el tiempo a 1987, donde debe detener al joven aspirante a asesino y volver a la línea de tiempo que le corresponde antes de quedar atrapada en el pasado para siempre.",2023-09-28,Sci-Fi,6.788
Los Juegos del Hambre: Amanecer en la cosecha,"Explora Panem 24 años antes de la saga de Katniss, comenzando en la mañana de la siega de los 50º Juegos del Hambre, donde participa un joven Haymitch Abernathy.",2026-11-18,Sci-Fi,0.0
Cuatro Fantásticos,"Cuatro jóvenes inadaptados se teletransportan a un peligroso universo alternativo, lo que les confiere extraños poderes. Cuando sus vidas cambian de forma drástica e irremediable, deben aprender a controlar sus nuevas habilidades y trabajar en equipo para salvar al mundo de un viejo conocido que ahora se ha convertido en un temible enemigo. Adaptación contemporánea del equipo de superhéroes de Marvel.",2015-08-05,Sci-Fi,4.437
The Cloverfield Paradox,"Con la Tierra en guerra y en mitad de una crisis energética, un equipo de astronautas se encuentra en el espacio tratando de dar con una solución a los problemas del planeta. Pero durante una maniobra fallida, quedan flotando sin saber muy bien qué o cómo volver a su lugar de origen, y las cosas dentro de la nave ocultan una realidad mucho más terrorífica.",2018-02-04,Sci-Fi,5.631
Ataque a los Titanes,"La humanidad está bajo el terror de los titanes, una bestia en la que hace festín de carne humana. Eren Yeager, un joven decidido a hacer el cambio cuando él mismo podría transformar en uno de ellos. Él es la última esperanza de la humanidad",2015-08-01,Sci-Fi,6.118
1997: Rescate en Nueva York,"Es el año 1997. Debido al crecimiento  de la criminalidad, Estados Unidos ha convertido la gran ciudad de Nueva York en una prisión de máxima seguridad, donde los presos están encerrados de por vida. Un nuevo prisionero y anterior héroe de guerra, Serpiente Plissken, es elegido a cambio le devolverle su libertad, para rescatar al Presidente de los Estados Unidos de la isla de Manhattan, después de que un terrorista hiciera caer el avión del Presidente allí.",1981-05-23,Sci-Fi,7.05
Una vida a lo grande,"Paul es un hombre que se da cuenta de que tendría una vida mucho mejor si encogiese, pues todo lo que necesita en la vida lo tendría igualmente pero en abundancia. Así que decide reducir enormemente su tamaño, ahora que la tecnología lo permite.",2017-12-22,Sci-Fi,5.406
Spy Kids 2: La isla de los sueños perdidos,"Nueva aventura de los hijos del matrimonio de espías internacionales Cortez. En esta entrega, toda la familia se encontrará en una misteriosa isla donde no funcionan sus aparatos de espionaje, y habitada por unos extraños seres a los que jamás habían visto antes.",2002-08-07,Sci-Fi,5.655
El atlas de las nubes,"El atlas de las nubes es una novela que da la vuelta al mundo y recorre desde el siglo XIX hasta un futuro apocalíptico, a través de seis historias entrelazadas. El relato se abre en 1850 con el regreso del notario estadounidense Adam Ewing desde las islas Chatham a su California natal. Durante el viaje, Ewing traba amistad con un médico, el doctor Goose, que comienza a tratarle de una extraña enfermedad causada por un parásito cerebral... Repentinamente, la acción se traslada a 1931 en Bélgica, donde Robert Frobisher, un compositor bisexual que ha sido desheredado, se introduce en el hogar de un artista enfermizo, su seductora esposa y su núbil hija... De ahí saltamos a la Costa Oeste en la década de los setenta, cuando Luisa Rey destapa una red de avaricia y crimen que pone en peligro su vida... Y, del mismo modo, con idéntica maestría, viajamos a la ignominiosa Inglaterra de nuestros días.",2012-10-26,Sci-Fi,6.894
Obsesión,El anhelo romántico desesperado de un chico por su amor platónico de toda la vida desencadena un siniestro hechizo: Niki se vuelve irracionalmente obsesiva hasta convertirse en la sombra de Bear. Una fantasía aparentemente inofensiva que se convertirá en una perturbadora pesadilla.,2026-05-13,Terror,7.9
La Boda Maldita,Un hombre hereda un palacio y decide celebrar allí la boda de su hermana... pero el pasado oscuro del lugar amenaza con arruinar la fiesta.,2026-04-16,Terror,5.4
En mar abierto,Un avión comercial en ruta de Los Ángeles a Shanghai se ve obligado a realizar un aterrizaje de emergencia en aguas infestadas de tiburones.,2026-04-30,Terror,6.2
La momia de Lee Cronin,"La joven hija de un periodista desaparece en el desierto sin dejar rastro—ocho años más tarde, la familia rota se conmociona cuando ella es devuelta a ellos, y lo que debiera haber sido una reunión jubilosa se convierte en una auténtica pesadilla.",2026-04-15,Terror,8.02
Backrooms,Una puerta extraña aparece en el sótano de una sala de exposición de muebles.,2026-05-27,Terror,6.879
Chum,,2026-05-27,Terror,4.833
Haunted 3D: Echoes of the Past,,2026-06-12,Terror,10.0
Hokum,Un escritor especializado en historias de terror decide viajar a una posada de Irlanda con la intención de esparcir en la zona las cenizas de sus difuntos padres. Lo que no sabe es que la posada es un lugar maldito habitado por una bruja. O eso cuentan los lugareños que viven cerca del lugar...,2026-04-29,Terror,6.884
Witte Wieven,"En un pequeño pueblo holandés lleno de fanáticos religiosos y supersticiones durante la Edad Media, Frieda está tratando de concebir un hijo con su esposo. Cuando no puede quedarse embarazada, los habitantes del pueblo sospechan que ha hecho un pacto con el diablo que reside en el bosque. Después de sobrevivir a un intento de violación en ese mismo bosque gracias a la ayuda de una entidad maligna, Frieda regresa al pueblo con una fe renovada.",2024-01-25,Terror,6.2
The Summoning of Baby Blue,"Un desafío en el patio de la escuela se convierte en leyenda urbana. Cuando los adolescentes invocan «Baby Blue», algo responde. El juego se extiende, dejando a su paso dolor y susurros. Detenerlo significa enfrentarse a la primera invocación y al coste de decir un nombre.",2025-10-15,Terror,4.7
Hot Line,"Buenos Aires, fines de los 80. Malena lleva una doble vida: de noche, es bailarina en un cabaret; de día, contesta llamadas para una línea erótica telefónica. La ciudad está amenazada por una serie de brutales asesinatos reportados en la radio y la televisión. Una llamada rompe la rutina de Malena. No es un cliente buscando fantasía, sino una voz escalofriante al otro lado de la línea. Un hombre se revela con calma como el notorio asesino de la ciudad. Relata detalles específicos y horribles de sus crímenes pasados y le susurra una aterradora certeza: Malena es la siguiente.",2025-10-28,Terror,0.0
Scary Movie,"Veintiséis años después de conseguir escapar de un asesino enmascarado sospechosamente familiar, el Core Four están de vuelta en el punto de mira del asesino y ninguna película de terror está a salvo.",2026-06-03,Terror,5.521
True Fear,"En busca del próximo gran episodio, viajan a un pueblo olvidado en donde más de 70 mujeres fueron ejecutadas por brujería hace siglos. Lo que comienza como contenido perfecto para su audiencia, se convierte en una verdadera pesadilla al despertar una fuerza siniestra que nunca dejó el bosque. atrapadas, sin salida… y con la cámara aun grabando, descubrirán que hay transmisiones que nunca debieron ser compartidas.",2024-09-06,Terror,6.6
Scream 7,"Cuando un nuevo asesino Ghostface aparece en el tranquilo pueblo donde Sidney Prescott ha construido una nueva vida, sus peores miedos se hacen realidad cuando su hija se convierte en el siguiente objetivo. Decidida a proteger a su familia, Sidney debe enfrentarse a los horrores de su pasado para poner fin a la masacre de una vez por todas.",2026-02-25,Terror,6.2
Insaciable,"Hana, una estudiante de medicina con una fuerte dismorfia corporal, se somete a una moda de adelgazamiento tan absurda como macabra: comer cenizas humanas. A partir de ese momento, comienza a ser acosada por un fantasma hambriento, una manifestación literal del mito del 'hungry ghost'.",2026-05-22,Terror,6.018
镜花风月三之螺女挑情,,1982-01-01,Terror,6.2
La sonrisa del mal,"Remis es un pequeño pueblo enclavado en un valle aislado en las montañas. Sus habitantes son excepcionalmente felices. Parece el destino perfecto para el nuevo profesor de educación física Sergio Rossetti, atormentado por un pasado misterioso. Al poco tiempo de llegar, el profesor descubre que tras esta aparente serenidad se esconde un ritual inquietante: una noche a la semana, los aldeanos se reúnen para abrazar a Matteo Corbin, un adolescente capaz de absorber el dolor ajeno. El intento de Sergio por salvar al joven despertará el lado oscuro de la comunidad.",2025-09-17,Terror,6.957
SEND HELP (Enviad ayuda),"Después de que un accidente de avión deje varados en una isla remota a una competente empleada y a su insoportable jefe, ella deberá utilizar sus habilidades de supervivencia para mantenerlos a ambos con vida, a pesar de su difícil relación.",2026-01-22,Terror,7.051
Drácula,"Tras una devastadora pérdida, el príncipe Vlad II, conde Drácula (Caleb Landy Jones), renuncia a Dios y es maldecido a la vida eterna, condenado a vagar solitario a lo largo de los siglos. Este es el relato sobre la historia de amor jamás contada del infame vampiro, que desafiará al destino y la mortalidad en busca de su amor perdido.",2025-07-30,Terror,7.162
Midnight Matinee,"A pesar de que un devastador asesinato tuvo lugar durante el festival de cine de terror de un pequeño pueblo dos años antes, la gente del pueblo quiere otro festival.",1988-10-12,Terror,5.4
Te van a matar,"Una mujer acepta un trabajo como ama de llaves en un rascacielos de Nueva York, sin conocer el historial de desapariciones del edificio. Pronto se da cuenta de que la comunidad está rodeada de misterio.",2026-03-25,Terror,7.014
Southern Scares,,2026-01-10,Terror,4.0
Anaconda,"Doug y Griff son muy buenos amigos desde que eran niños y siempre han soñado con hacer un remake de su película favorita de todos los tiempos: el «clásico cinematográfico» Anaconda. Cuando una crisis de mediana edad les anima a lanzarse por fin a la aventura, se adentran en la selva amazónica para empezar a rodar. Pero las cosas se ponen serias cuando aparece una anaconda gigante de verdad, convirtiendo su caótico y cómico plató de rodaje en una situación mortal.",2025-12-24,Terror,5.9
This Is Not a Test,,2026-02-20,Terror,5.5
Colony,"El profesor Se-jeong es arrojado a una pesadilla cuando un  virus en rápida mutación se libera durante una conferencia de  biotecnología, lo que lleva a las autoridades a sellar las  instalaciones. Atrapado dentro sin escapatoria, Se-jeong, junto a un  pequeño grupo de supervivientes, debe luchar por mantenerse con vida  mientras los infectados sufren transformaciones horribles.",2026-05-21,Terror,6.909
undertone,"Una presentadora de pódcast de terror se muda con su madre terminal. Cintas misteriosas sobre vivencias paranormales de una pareja embarazada reflejan su situación, enloqueciendo.",2026-03-12,Terror,6.142
Noche de bodas 2,"Momentos después de sobrevivir a un ataque de la familia Le Domas, Grace descubre que ha alcanzado el siguiente nivel del juego, y esta vez acompañada por su hermana Faith, con quien mantiene una relación distante. Grace tiene una oportunidad para sobrevivir, mantener con vida a su hermana y reclamar el Alto Trono del Consejo que controla el mundo. Cuatro familias rivales la persiguen para hacerse con el trono, y quien gane lo gobernará todo.",2026-03-19,Terror,7.694
Kraken,"Johanne es una bióloga marina que está investigando en una piscifactoría de Vangsnes, una comunidad rural situada junto al fiordo, cuando se topa con varios sucesos extraños. Junto con las brutales muertes de dos adolescentes de la localidad, todos los indicios apuntan al profundo fiordo. ¿Puede haber más en las profundidades de lo que el ojo puede ver? En el fondo del fiordo más profundo de Noruega descansa un monstruo mítico tan grande como una montaña, con una miríada de brazos dispuestos a aplastar y devorar todo lo que puedan agarrar.",2026-02-06,Terror,6.393
Expediente Warren: El último rito,Los investigadores de lo paranormal Ed y Lorraine Warren se enfrentan a un último caso aterrador en el que están implicadas entidades misteriosas a las que deben enfrentarse.,2025-09-03,Terror,6.934
Los pecadores,"Tratando de dejar atrás sus problemáticas vidas, dos hermanos gemelos regresan a su pueblo natal para empezar de nuevo, solo para descubrir que un mal aún mayor les espera para darles la bienvenida.",2025-04-16,Terror,7.497
28 años después: El templo de los huesos,"El Dr. Kelson (Ralph Fiennes) se ve envuelto en una nueva y sorprendente relación, cuyas consecuencias podrían cambiar el mundo tal y como se conoce. Por otra parte, el encuentro de Spike (Alfie Williams) con el Gran Lord Jimmy Crystal (Jack O'Connell) se convierte en una pesadilla de la que el chico no puede escapar. En este mundo, los infectados ya no son la mayor amenaza para la supervivencia, ya que la inhumanidad de los supervivientes puede ser aún más extraña y aterradora.",2026-01-14,Terror,7.131
We Can't Leave,,2025-09-19,Terror,0.0
DOOR,,1988-05-14,Terror,6.093
The Mortuary Assistant,"Rebecca Owens, una licenciada en ciencias mortuorias, acepta un trabajo nocturno en la funeraria River Fields. Lo que comienza como un trabajo rutinario pronto se vuelve siniestro al enfrentarse a terroríficas fuerzas sobrenaturales.",2026-02-13,Terror,5.5
La sustancia,"'Tú, pero mejor en todos los sentidos'. Esa es la promesa de la sustancia, un producto revolucionario basado en la división celular, que crea un alter ego más joven, más bello, más perfecto.",2024-09-07,Terror,7.1
Iron Lung,"En un futuro devastado por ""El Rapto Silencioso"", un prisionero navega un océano de sangre en una luna desolada usando un submarino llamado ""Iron Lung"" mientras busca estrellas y planetas perdidos.",2026-01-30,Terror,6.973
Nadie va a escuchar tu grito,"Mientras un país entero está atento al Mundial de Italia ’90, alguien aprovecha los partidos de Argentina para cometer brutales asesinatos. Micaela, una joven que trabaja en una disquería armando compilados en casete, descubre que el asesino está vinculado a su trabajo a través de una mezcla que ella misma creó y vendió. Cada partido trae una nueva víctima, y mientras intenta descubrir su identidad, Micaela ignora un detalle crucial: ¿Cuántos partidos quedan antes de que sea su turno?",2025-09-05,Terror,5.375
La herencia del mal,"Año 1859. Cuando una joven maorí es convocada desde Nueva Zelanda hasta North Yorkshire, descubre su terrible herencia colonial y se ve empujada a enfrentarse al aristócrata inglés que destrozó a su familia, decidida a acabar con él. Una historia de venganza marcada por las heridas del pasado colonial.",2026-04-17,Terror,6.417
Worldbreaker,"2030. Una biotoxina ha destrozado la civilización, transformando a los humanos en bestias letales conocidas como ""devoradores"". Para asegurar su seguridad, un hombre (Luke Evans) busca refugio en una isla desierta con su hija. Pero la llegada de un náufrago desencadena un enfrentamiento mortal. Padre e hija deben unir fuerzas para sobrevivir en un mundo donde ningún lugar es seguro.",2025-10-30,Terror,6.067
El ciempiés humano,"Dos chicas norteamericanas que viajan a través de Europa tienen una avería en el coche en mitad de un bosque, en Alemania. Buscando ayuda llegan a una casa aislada y, al día siguiente, despiertan atrapadas en un tétrico sótano junto a un hombre japonés. Poco después descubren que están en manos de un siniestro médico alemán que anteriormente era un cirujano especializado en separar a gemelos siameses. Sin embargo, para ellos tiene otro escatológico plan, en los límites de lo imaginable...",2009-10-31,Terror,5.187
Tiburón,"En la costa de un pequeño pueblo del Este de Estados Unidos, un enorme tiburón ataca a varias personas. Temiendo las fatales consecuencias que esto puede provocar en el negocio turístico, el alcalde se niega a cerrar las playas y a difundir la noticia. Pero un nuevo ataque del tiburón, en la propia playa, termina con la vida de otro bañista. El terror se ha hecho público, así que un veterano cazador de tiburones, un científico y el jefe de la policía local se unen para dar caza al temible escualo...",1975-06-20,Terror,7.682
Worldbreaker,"2030. Una biotoxina ha destrozado la civilización, transformando a los humanos en bestias letales conocidas como ""devoradores"". Para asegurar su seguridad, un hombre (Luke Evans) busca refugio en una isla desierta con su hija. Pero la llegada de un náufrago desencadena un enfrentamiento mortal. Padre e hija deben unir fuerzas para sobrevivir en un mundo donde ningún lugar es seguro.",2025-10-30,Terror,6.067
Scream,"Sidney Prescott, una adolescente de la pequeña comunidad de Woodsboro, se convierte en el objetivo de un misterioso asesino en serie. Una reportera de un canal de noticias, Gale Weathers, que cubrió el asesinato un año atrás de la madre de Sidney, cubre ahora estos asesinatos, además ha escrito un libro en el que defiende al supuesto asesino de Maureen, Cotton Weary, que va a ir a la cámara de gas, alegando que cayó en una trampa, lo que hace reavivar la polémica. Los crímenes dejan de ser aislados y continúan los asesinatos. Ahora Sidney, su novio y sus amigos están en peligro, ya que el asesino quiere revivir lo sucedido un año atrás con Maureen Prescott, pero esta vez con su hija.",1996-12-20,Terror,7.431
Train to Busan,"Un virus letal se expande por Corea del Sur, provocando violentos altercados. Los pasajeros de un tren KTX que viaja de Seúl a Busan tendrán que luchar por su supervivencia.",2016-07-20,Terror,7.75
Embestida,"Cuando un catastrófico huracán azota un pueblo costero, el nivel del mar sube rápidamente y sus habitantes deben sobrevivir a un montón de hambrientos tiburones.",2026-04-10,Terror,6.055
Lindas y letales,Un grupo de bailarinas lucha por sobrevivir mientras intentan escapar de una remota posada después de que su autobús se averíe de camino a una competición.,2026-03-13,Terror,6.764
Exit 8,"Película basada en el videojuego de KOTAKE CREATE ""The Exit 8"", cuya premisa es que una persona anónima se encuentra en una estación de metro atrapada en un bucle en donde debe avanzar sólo cuando una anomalía no aparezca en su campo de visión... o volverá al inicio sin ser capaz de huir de ese lugar.",2025-08-28,Terror,6.829
Expediente Warren: The Conjuring,"Basada en una historia real documentada por los reputados demonólogos Ed y Lorraine Warren. Narra los encuentros sobrenaturales que vivió la familia Perron en su casa de Rhode Island a principios de los 70. El matrimonio Warren, investigadores de renombre en el mundo de los fenómenos paranormales, acudieron a la llamada de esta familia aterrorizada por la presencia en su granja de un ser maligno.",2013-07-18,Terror,7.54
Five Nights at Freddy's 2,"Un año después de la pesadilla sobrenatural en Freddy Fazbear's Pizza, las historias sobre lo ocurrido allí se han convertido en una leyenda local extravagante, inspirando el primer Fazfest del pueblo. Con la verdad oculta, Abby se escapa para reencontrarse con Freddy, Bonnie, Chica y Foxy, desencadenando una serie de eventos aterradores que revelarán oscuros secretos sobre el verdadero origen de Freddy's y desatarán un horror oculto durante décadas.",2025-12-03,Terror,6.638
Las malditas (Dollhouse),"Yoshie quedó destrozada tras la muerte accidental de su hija de cinco años. Para superar el dolor, compra una muñeca a la que peina y viste como a la niña, y el matrimonio la convierte en parte de la familia. Tras el nacimiento de otro bebé, la pareja recupera la ilusión y Yoshie olvida su obsesión por la muñeca, pero una serie de extraños sucesos parecen indicar que el juguete no está conforme con la llegada de una nueva criatura.",2025-06-13,Terror,7.607
A Serbian Film,"Milo, una estrella del porno ya retirada que vive con su mujer y su hijo, está pasando por apuros económicos. Una cita con una antigua compañera de rodaje, la pornostar Layla, le presenta la oportunidad de trabajar con un tipo llamado Vukmir en su nueva película de porno experimental. Milos acaba aceptando sin saber exactamente lo que va a rodar y acaba sumergido en una tormenta de depravación violencia, snuff, pedofilia, y drogas que lo dejan en un abismo de locura.",2010-01-06,Terror,5.445
Destino final: Lazos de sangre,"Acosada por una violenta pesadilla recurrente, la estudiante universitaria Stefanie se dirige a casa para localizar a la única persona que podría ser capaz de romper el ciclo y salvar a su familia de la espeluznante muerte que inevitablemente les espera a todos.",2025-05-14,Terror,7.037
ราคี,,2026-02-26,Terror,4.0
El pacto de los lobos,"Gévaudan, en la Francia del siglo XVIII. Una monstruosa criatura devora salvajemente a los habitantes del lugar. Recién llegado de América, Grégoire de Fronsac recibe el encargo del rey Luis XV de identificar y encontrar a la fiera. Sin embargo Grégorie y su misterioso hermano de sangre, un indio llamado Mani, intentarán descubrir qué hay detrás de estos sucesos...",2001-01-31,Terror,6.743
団鬼六　修道女縄地獄,,1984-05-25,Terror,6.3
The Last Supper,"En una casa desierta, un hombre misterioso saborea un exquisito menú en compañía de un huésped invisible. Desde esta espeluznante mesa, se revelan una sucesión de historias aterradoras, cada una de las cuales explora los miedos primitivos al hambre, la carne y la supervivencia.",2025-10-23,Terror,7.0
Anaconda,"Doug y Griff son muy buenos amigos desde que eran niños y siempre han soñado con hacer un remake de su película favorita de todos los tiempos: el «clásico cinematográfico» Anaconda. Cuando una crisis de mediana edad les anima a lanzarse por fin a la aventura, se adentran en la selva amazónica para empezar a rodar. Pero las cosas se ponen serias cuando aparece una anaconda gigante de verdad, convirtiendo su caótico y cómico plató de rodaje en una situación mortal.",2025-12-24,Terror,5.882
Leviticus,,2026-06-17,Terror,6.8
"Alien, el octavo pasajero","De regreso a la Tierra, la nave de carga Nostromo interrumpe su viaje y despierta a sus siete tripulantes. El ordenador central, MADRE, ha detectado la misteriosa transmisión de una forma de vida desconocida, procedente de un planeta cercano aparentemente deshabitado. La nave se dirige entonces al extraño planeta para investigar el origen de la comunicación.",1979-05-25,Terror,8.171
Gonjiam: hospital maldito,"Una compañía de internet decide retransmitir en directo cómo un grupo de gente se adentra en el manicomio de Gonjiam. Para atraer a más espectadores, el espectáculo juega con los participantes, pero todo se complica cuando surge la posibilidad de que haya almas en pena acechando en las sombras.",2018-03-28,Terror,7.275
Leviticus,,2026-06-17,Terror,6.8
El pecado de Lola,"Tras la marcha de su madre al extranjero por temas de negocios, Albert, de dieciséis años de edad, continua sus vacaciones en su maravillosa casa, con la única compañía del camarero. Pero la llegada de una nueva criada revolucionará el panorama.",1984-05-04,Terror,7.0
"Alien, el octavo pasajero","De regreso a la Tierra, la nave de carga Nostromo interrumpe su viaje y despierta a sus siete tripulantes. El ordenador central, MADRE, ha detectado la misteriosa transmisión de una forma de vida desconocida, procedente de un planeta cercano aparentemente deshabitado. La nave se dirige entonces al extraño planeta para investigar el origen de la comunicación.",1979-05-25,Terror,8.171
The Crucifix: Blood of the Exorcist,,2025-01-09,Terror,5.583
Gonjiam: hospital maldito,"Una compañía de internet decide retransmitir en directo cómo un grupo de gente se adentra en el manicomio de Gonjiam. Para atraer a más espectadores, el espectáculo juega con los participantes, pero todo se complica cuando surge la posibilidad de que haya almas en pena acechando en las sombras.",2018-03-28,Terror,7.275
¡La novia!,"En el Chicago de los años 30, Frankenstein pide ayuda al Dr. Euphronius para crear una compañera. Dan vida a una mujer asesinada como la Novia, lo que desencadena un romance, el interés de la policía y un cambio social radical.",2026-03-04,Terror,6.152
Posesión infernal: En llamas,,2026-07-08,Terror,0.0
Strangers: Capítulo 3,"Los supervivientes se enfrentan a nuevas amenazas de extraños enmascarados. Secretos salen a la luz, poniendo en peligro sus vidas mientras la línea entre realidad y peligro se difumina en su lucha por sobrevivir. Tercera y última de la trilogía de películas basadas en ""Los extraños"" (2008)",2026-02-05,Terror,5.791
Dusun Mayit,,2025-12-31,Terror,5.333
Frankenstein,"Un científico brillante y obsesivo, Victor Frankenstein, en su ambición por desafiar a la muerte, da vida a una criatura ensamblada con partes de cadáveres. Pese a tratarse de una proeza científica, Frankenstein considera que la criatura carece de inteligencia y la rechaza. Dolida, esta se rebela contra su creador.",2025-10-17,Terror,7.637
Megalodón 2: La fosa,Una exploración submarina en las profundidades del océano se convierte en una espiral de caos cuando una malévola operación minera amenaza la misión y obliga al equipo de investigación a librar una arriesgada batalla por la supervivencia. Secuela de 'The Meg' (2018).,2023-08-02,Terror,6.373
El resplandor,"Jack Torrance se traslada, junto a su mujer y a su hijo, al impresionante hotel Overlook, en Colorado, para encargarse del mantenimiento del mismo durante la temporada invernal, en la que permanece cerrado y aislado por la nieve. Su idea es escribir su novela al tiempo que cuida de las instalaciones durante esos largos y solitarios meses de invierno, pero desde su llegada al hotel, Jack comienza a padecer inquietantes transtornos de personalidad, al mismo tiempo que en el lugar comienzan a suceder diversos fenómenos paranormales.",1980-05-23,Terror,8.2
Mortal Game,"Un grupo de cazadores viaja a una isla remota para rastrear a una criatura legendaria. Al descubrir que su guía los ha traicionado para usarlos como carnada, quedan atrapados y a merced de un depredador inteligente que los acecha uno a uno.",2025-02-03,Terror,4.917
El pasajero nocturno,"Después de presenciar un brutal accidente nocturno en la carretera, una joven pareja comprende que algo los ha seguido. Una presencia demoníaca, conocida como El Pasajero Nocturno, se ha unido a ellos y no se detendrá hasta reclamarlos a ambos, convirtiendo su viaje en una auténtica pesadilla.",2026-05-20,Terror,6.211
Primitive War,"Vietnam, 1968. El equipo de reconocimiento Vulture Squad se adentra en un valle aislado para investigar un pelotón de Boinas Verdes desaparecido. Su misión toma un giro oscuro cuando descubren una amenaza invisible.",2025-08-21,Terror,6.632
Midsommar,"Una pareja estadounidense que no está pasando por su mejor momento acude con unos amigos a un festival de verano que se celebra cada noventa años en una aldea remota de Suecia. Lo que comienza como unas vacaciones de ensueño en un lugar en el que el sol no se pone nunca, poco a poco se convierte en una oscura pesadilla cuando los misteriosos aldeanos les invitan a participar en sus perturbadoras actividades festivas.",2019-07-03,Terror,7.1
Psicosis,"Una joven secretaria, tras cometer un robo, se marcha de la ciudad y conduce durante horas, parando para descansar en un pequeño motel de carretera regentado por un joven llamado Norman. Todo parece normal y tranquilo en el apartado motel y en la casa de al lado en la que viven Norman y su madre pero, mientras está en la ducha, la joven es asesinada salvajemente a cuchilladas.",1960-06-22,Terror,8.414
